,url,address,title,area,bedrooms,bathrooms,garages,price,date
449,vivareal.com/imovel/apartamento-2-quartos-fazenda-santo-antonio-bairros-sao-jose-com-garagem-65m2-venda-RS285000-id-2511026642/,"Rua Aristides da Silva, 37 - Fazenda Santo Antonio, São José - SC","Apartamento com 2 Quartos à Venda, 65m²
",65,2,2,1,285000,2021-04-28 
450,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-73m2-venda-RS395000-id-2511474172/,"Rua Vereador Mário Coelho Pires - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 73m²
",73,3,1,1,395000,2021-04-28 
451,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-76m2-venda-RS375000-id-2516495081/,"Rua José Victor da Rosa, 722 - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 76m²
",76,3,2,1,375000,2021-04-28 
452,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-75m2-venda-RS255000-id-2457465878/,"Rua Vereador Mário Coelho Pires, 740 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 75m²
",75,2,2,1,255000,2021-04-28 
453,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-108m2-venda-RS395000-id-2505966695/,"Rua Delamar José da Silva, 327 - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 108m²
",108,3,2,1,395000,2021-04-28 
455,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-60m2-venda-RS266000-id-2497631925/,"Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 60m²
",60,2,1,1,266000,2021-04-28 
456,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-76m2-venda-RS350000-id-2510793895/,"Rua Eugênio Portela - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 76m²
",76,3,2,1,350000,2021-04-28 
457,vivareal.com/imovel/apartamento-2-quartos-rocado-bairros-sao-jose-com-garagem-64m2-venda-RS299000-id-2508199641/,"Rua Ataulfo Alves, 85 - Roçado, São José - SC","Apartamento com 2 Quartos à Venda, 64m²
",64,2,2,1,299000,2021-04-28 
458,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-67m2-venda-RS380000-id-2507864626/,"Rua Dom Pedro II - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 67m²
",67,2,2,1,380000,2021-04-28 
459,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-125m2-venda-RS760000-id-93107008/,"Rua Brasilpinho - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 125m²
",125,3,4,2,760000,2021-04-28 
460,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-120m2-venda-RS886802-id-2514985768/,"Rua Osni João Vieira - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 120m²
",120,3,4,2,886802,2021-04-28 
462,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-62m2-venda-RS375000-id-2502330399/,"Rua Professora Maria do Carmo Souza, 345 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 62m²
",62,2,2,1,375000,2021-04-28 
463,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-106m2-venda-RS620000-id-2512883996/,"Rua Coronel Américo, 0 - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 106m²
",106,3,2,2,620000,2021-04-28 
464,vivareal.com/imovel/apartamento-2-quartos-praia-comprida-bairros-sao-jose-com-garagem-63m2-venda-RS280000-id-2516226977/,"Rua Gentil Sandin, 380 - Praia Comprida, São José - SC","Apartamento com 2 Quartos à Venda, 63m²
",63,2,1,1,280000,2021-04-28 
465,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-67m2-venda-RS329000-id-2506093599/,"Rua José Ferminio Novaes, 0 - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 67m²
",67,3,1,2,329000,2021-04-28 
466,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-80m2-venda-RS295000-id-2495016471/,"Rua Vereador Mário Coelho Pires, 221 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 80m²
",80,3,1,1,295000,2021-04-28 
467,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-68m2-venda-RS255000-id-2514616069/,"Avenida Presidente Nereu Ramos, 1000 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,1,1,255000,2021-04-28 
468,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-74m2-venda-RS430000-id-2490848737/,"Rua Brasilpinho, 95 - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 74m²
",74,2,2,1,430000,2021-04-28 
470,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-89m2-venda-RS420000-id-2482660778/,"Rua Altamiro Di Bernardi, 85 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 89m²
",89,2,1,1,420000,2021-04-28 
471,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-203m2-venda-RS590000-id-2518072432/,"Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 203m²
",203,3,4,2,590000,2021-04-28 
472,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-108m2-venda-RS395000-id-2517974924/,"Rua Delamar José da Silva - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 108m²
",108,3,2,1,395000,2021-04-28 
473,vivareal.com/imovel/apartamento-2-quartos-praia-comprida-bairros-sao-jose-com-garagem-65m2-venda-RS355000-id-2517337996/,"Praia Comprida, São José - SC","Apartamento com 2 Quartos à Venda, 65m²
",65,2,2,1,355000,2021-04-28 
474,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-67m2-venda-RS269900-id-2517457026/,"Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 67m²
",67,2,1,1,269900,2021-04-28 
475,vivareal.com/imovel/apartamento-2-quartos-rocado-bairros-sao-jose-com-garagem-48m2-venda-RS220001-id-2449755580/,"Rua José Airton de Castro, 160 - Roçado, São José - SC","Apartamento com 2 Quartos à Venda, 48m²
",48,2,1,1,220001,2021-04-28 
477,vivareal.com/imovel/apartamento-3-quartos-estreito-bairros-sao-jose-com-garagem-124m2-venda-RS550000-id-2486128611/,"Rua Santo Antônio, 408 - Estreito, São José - SC","Apartamento com 3 Quartos à Venda, 124m²
",124,3,3,2,550000,2021-04-28 
478,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-91m2-venda-RS289000-id-2512286281/,"Avenida Governador Jorge Lacerda - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 91m²
",91,3,2,1,289000,2021-04-28 
479,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-59m2-venda-RS285000-id-2497467600/,"Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 59m²
",59,2,1,1,285000,2021-04-28 
480,vivareal.com/imovel/apartamento-1-quartos-barreiros-bairros-sao-jose-com-garagem-64m2-venda-RS292782-id-2515118481/,"Rua Santo Antônio, 9099 - Barreiros, São José - SC","Apartamento com  Quarto à Venda, 64m²
",64,1,1,1,292782,2021-04-28 
481,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-85m2-venda-RS450000-id-2517148986/,"Rua João Correia Sobrinho, 171 - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 85m²
",85,2,2,1,450000,2021-04-28 
482,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-88m2-venda-RS428000-id-2511054475/,"Rua Professora Maria do Carmo Souza - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 88m²
",88,3,2,1,428000,2021-04-28 
484,vivareal.com/imovel/apartamento-2-quartos-nossa-senhora-do-rosario-bairros-sao-jose-com-garagem-73m2-venda-RS399000-id-2509812878/,"Rua Maria Filomena da Silva, 257 - Nossa Senhora do Rosário, São José - SC","Apartamento com 2 Quartos à Venda, 73m²
",73,2,2,1,399000,2021-04-28 
485,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-76m2-venda-RS340785-id-2497633800/,"Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 76m²
",76,2,2,1,340785,2021-04-28 
486,vivareal.com/imovel/apartamento-2-quartos-centro-bairros-sao-jose-com-garagem-90m2-venda-RS680000-id-2504139335/,"Rua Getúlio Vargas, 2687 - Centro, São José - SC","Apartamento com 2 Quartos à Venda, 90m²
",90,2,3,2,680000,2021-04-28 
487,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-82m2-venda-RS470000-id-2516928007/,"Avenida Cruz e Souza - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 82m²
",82,2,1,1,470000,2021-04-28 
488,vivareal.com/imovel/apartamento-2-quartos-areias-bairros-sao-jose-com-garagem-47m2-venda-RS158000-id-2514206426/,"Rua Manoel Rosa, 116 - Areias, São José - SC","Apartamento com 2 Quartos à Venda, 47m²
",47,2,1,1,158000,2021-04-28 
489,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-90m2-venda-RS720000-id-2513412304/,"Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 90m²
",90,2,2,1,720000,2021-04-28 
491,vivareal.com/imovel/apartamento-2-quartos-nossa-senhora-do-rosario-bairros-sao-jose-56m2-venda-RS157000-id-2498439375/,"Nossa Senhora do Rosário, São José - SC","Apartamento com 2 Quartos à Venda, 56m²
",56,2,1,--,157000,2021-04-28 
492,vivareal.com/imovel/apartamento-3-quartos-nossa-senhora-do-rosario-bairros-sao-jose-75m2-venda-RS210000-id-2494932876/,"Nossa Senhora do Rosário, São José - SC","Apartamento com 3 Quartos à Venda, 75m²
",75,3,2,--,210000,2021-04-28 
493,vivareal.com/imovel/apartamento-2-quartos-rocado-bairros-sao-jose-com-garagem-66m2-venda-RS370000-id-2516134800/,"Rua João Grumiche, 1712 - Roçado, São José - SC","Apartamento com 2 Quartos à Venda, 66m²
",66,2,2,1,370000,2021-04-28 
494,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-99m2-venda-RS499000-id-2509268342/,"Rua Tiradentes, 59 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 99m²
",99,3,2,2,499000,2021-04-28 
495,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-118m2-venda-RS911000-id-2511421985/,"Rua Dezenove de Março, 200 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 118m²
",118,3,3,2,911000,2021-04-28 
496,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-67m2-venda-RS320000-id-2518067067/,"Rua Francisco Pedro Machado, 555 - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 67m²
",67,2,1,1,320000,2021-04-28 
498,vivareal.com/imovel/apartamento-3-quartos-serraria-bairros-sao-jose-com-garagem-65m2-venda-RS200000-id-2502565221/,"Rua César Zuchinalli, 20 - Serraria, São José - SC","Apartamento com 3 Quartos à Venda, 65m²
",65,3,1,1,200000,2021-04-28 
499,vivareal.com/imovel/apartamento-2-quartos-forquilhinhas-bairros-sao-jose-com-garagem-65m2-venda-RS230000-id-2500745985/,"Rua Humberto Anibal Climaco, 30 - Forquilhinhas, São José - SC","Apartamento com 2 Quartos à Venda, 65m²
",65,2,2,1,230000,2021-04-28 
500,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-99m2-venda-RS560000-id-2518006775/,"Rua João Batista Derner Neves, 0 - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 99m²
",99,3,2,2,560000,2021-04-28 
501,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-92m2-venda-RS550000-id-2501784490/,"Rua Manoel Loureiro, 0 - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,1,550000,2021-04-28 
502,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-108m2-venda-RS595000-id-2513238274/,"Avenida Brigadeiro da Silva Paes, 85 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 108m²
",108,3,1,1,595000,2021-04-28 
503,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-68m2-venda-RS270000-id-2510819670/,"Rua Professora Maria do Carmo Souza - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,1,1,270000,2021-04-28 
504,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-90m2-venda-RS380000-id-2503593829/,"Avenida Cruz e Souza, 573 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 90m²
",90,3,2,1,380000,2021-04-28 
506,vivareal.com/imovel/apartamento-4-quartos-barreiros-bairros-sao-jose-com-garagem-124m2-venda-RS490000-id-2518071625/,"Barreiros, São José - SC","Apartamento com 4 Quartos à Venda, 124m²
",124,4,3,2,490000,2021-04-28 
507,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-83m2-venda-RS475000-id-2516339225/,"Rua Vereador Walter Borges, 439 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 83m²
",83,3,2,1,475000,2021-04-28 
508,vivareal.com/imovel/apartamento-1-quartos-kobrasol-bairros-sao-jose-38m2-venda-RS165000-id-2512287500/,"Avenida Lédio João Martins - Kobrasol, São José - SC","Apartamento com  Quarto à Venda, 38m²
",38,1,1,--,165000,2021-04-28 
509,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-60m2-venda-RS270000-id-2512070906/,"Avenida Presidente Kennedy - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 60m²
",60,2,1,1,270000,2021-04-28 
510,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-79m2-venda-RS529000-id-2517978985/,"Rua Vereador Mário Coelho Pires, 700 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 79m²
",79,2,2,2,529000,2021-04-28 
511,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-114m2-venda-RS360000-id-2500467275/,"Avenida Farroupilha, 350 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 114m²
",114,2,2,1,360000,2021-04-28 
513,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-67m2-venda-RS310000-id-2472991649/,"Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 67m²
",67,2,1,1,310000,2021-04-28 
514,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-75m2-venda-RS330000-id-2511297274/,"Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 75m²
",75,2,2,1,330000,2021-04-28 
515,vivareal.com/imovel/apartamento-3-quartos-praia-comprida-bairros-sao-jose-com-garagem-58m2-venda-RS180000-id-2515901226/,"Rua Léo Augusto Petry, 46 - Praia Comprida, São José - SC","Apartamento com 3 Quartos à Venda, 58m²
",58,3,1,1,180000,2021-04-28 
516,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-131m2-venda-RS520000-id-2512492356/,"Rua Maria Manchen de Souza, 387 - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 131m²
",131,3,2,1,520000,2021-04-28 
517,vivareal.com/imovel/apartamento-2-quartos-forquilhinhas-bairros-sao-jose-com-garagem-59m2-venda-RS159000-id-2507395180/,"Forquilhinhas, São José - SC","Apartamento com 2 Quartos à Venda, 59m²
",59,2,1,1,159000,2021-04-28 
518,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-69m2-venda-RS250000-id-2516673818/,"Avenida Brigadeiro da Silva Paes, 262 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 69m²
",69,2,2,--,250000,2021-04-28 
520,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-68m2-venda-RS419000-id-2513465377/,"Rua Brasilpinho, 1 - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,419000,2021-04-28 
521,vivareal.com/imovel/apartamento-3-quartos-nossa-senhora-do-rosario-bairros-sao-jose-72m2-venda-RS220000-id-2501606873/,"Rua Dorval da Silva, 137 - Nossa Senhora do Rosário, São José - SC","Apartamento com 3 Quartos à Venda, 72m²
",72,3,2,--,220000,2021-04-28 
522,vivareal.com/imovel/apartamento-2-quartos-bela-vista-bairros-sao-jose-com-garagem-66m2-venda-RS291500-id-2490796100/,"Rua Egídio Manoel Schmitz, 28 - Bela Vista, São José - SC","Apartamento com 2 Quartos à Venda, 66m²
",66,2,2,1,291500,2021-04-28 
523,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-68m2-venda-RS350000-id-2508917180/,"Rua Santo Antônio, 1290 - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,1,3,350000,2021-04-28 
524,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-91m2-venda-RS470000-id-2516348208/,"Rua Santo Antônio - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 91m²
",91,3,2,1,470000,2021-04-28 
525,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-66m2-venda-RS290000-id-2516249437/,"Rua Dom Pedro II - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 66m²
",66,2,1,2,290000,2021-04-28 
527,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-127m2-venda-RS495000-id-2516684718/,"Rua Osni João Vieira - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 127m²
",127,3,2,1,495000,2021-04-28 
528,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-72m2-venda-RS488000-id-2502700711/,"Rua Antônio Scherer - Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 72m²
",72,2,2,1,488000,2021-04-28 
529,vivareal.com/imovel/apartamento-2-quartos-ceniro-martins-bairros-sao-jose-com-garagem-54m2-venda-RS189000-id-2513324224/,"Avenida Ceniro Luiz Ribeiro Martins - Ceniro Martins, São José - SC","Apartamento com 2 Quartos à Venda, 54m²
",54,2,1,1,189000,2021-04-28 
530,vivareal.com/imovel/apartamento-3-quartos-floresta-bairros-sao-jose-com-garagem-97m2-venda-RS480000-id-2504581089/,"Rua Osvaldo Corrêa de Andrade - Floresta, São José - SC","Apartamento com 3 Quartos à Venda, 97m²
",97,3,2,2,480000,2021-04-28 
531,vivareal.com/imovel/apartamento-3-quartos-forquilhas-bairros-sao-jose-com-garagem-63m2-venda-RS280000-id-2508990674/,"Rua Vidal Vicente Andrade, 1290 - Forquilhas, São José - SC","Apartamento com 3 Quartos à Venda, 63m²
",63,3,1,1,280000,2021-04-28 
532,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-75m2-venda-RS255000-id-2517194676/,"Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 75m²
",75,3,2,1,255000,2021-04-28 
534,vivareal.com/imovel/apartamento-2-quartos-forquilhinhas-bairros-sao-jose-com-garagem-68m2-venda-RS210000-id-2495395900/,"Rua Humberto Anibal Climaco, 266 - Forquilhinhas, São José - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,2,1,210000,2021-04-28 
535,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-122m2-venda-RS820000-id-2516066546/,"Rua Vereador Walter Borges, 1111 - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 122m²
",122,3,2,2,820000,2021-04-28 
536,vivareal.com/imovel/apartamento-2-quartos-forquilhas-bairros-sao-jose-com-garagem-55m2-venda-RS225000-id-2514144003/,"Rua Vidal Vicente Andrade, 1290 - Forquilhas, São José - SC","Apartamento com 2 Quartos à Venda, 55m²
",55,2,2,1,225000,2021-04-28 
537,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-65m2-venda-RS224000-id-2514240394/,"Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 65m²
",65,2,1,1,224000,2021-04-28 
538,vivareal.com/imovel/apartamento-1-quartos-centro-bairros-sao-jose-com-garagem-46m2-venda-RS287000-id-2512182980/,"Rua José Lino Kretzer - Centro, São José - SC","Apartamento com  Quarto à Venda, 46m²
",46,1,2,2,287000,2021-04-28 
539,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-113m2-venda-RS545000-id-2515593821/,"Rua Tiradentes, 51 - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 113m²
",113,3,3,1,545000,2021-04-28 
540,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-88m2-venda-RS483000-id-2481489984/,"Rua Vereador Mário Coelho Pires, 305 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 88m²
",88,2,2,1,483000,2021-04-28 
541,vivareal.com/imoveis-lancamento/flores-do-mediterraneo-2467211843/,"Rodovia BR-101 - Serraria, São José - SC","Flores do Mediterrâneo
",40,2,1,--,168900,2021-04-28 
542,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-89m2-venda-RS325000-id-2515203413/,"Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 89m²
",89,3,2,1,325000,2021-04-28 
543,vivareal.com/imovel/apartamento-3-quartos-ipiranga-bairros-sao-jose-com-garagem-79m2-venda-RS125000-id-2517106578/,"Ipiranga, São José - SC","Apartamento com 3 Quartos à Venda, 79m²
",79,3,1,1,125000,2021-04-28 
544,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-54m2-venda-RS185000-id-2513548603/,"Rua Antônio Luiz Medeiros, 72 - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 54m²
",54,2,1,1,185000,2021-04-28 
545,vivareal.com/imovel/apartamento-2-quartos-kobrasol-bairros-sao-jose-com-garagem-73m2-venda-RS439000-id-2517134981/,"Kobrasol, São José - SC","Apartamento com 2 Quartos à Venda, 73m²
",73,2,2,1,439000,2021-04-28 
546,vivareal.com/imovel/apartamento-1-quartos-jardim-atlantico-bairros-sao-jose-com-garagem-57m2-venda-RS240000-id-2509821229/,"Rua Pintor Eduardo Dias, 714 - Jardim Atlantico, São José - SC","Apartamento com  Quarto à Venda, 57m²
",57,1,2,1,240000,2021-04-28 
547,vivareal.com/imovel/apartamento-3-quartos-nossa-senhora-do-rosario-bairros-sao-jose-com-garagem-75m2-venda-RS360000-id-2513685311/,"Rua Caetana Alves Leite, 135 - Nossa Senhora do Rosário, São José - SC","Apartamento com 3 Quartos à Venda, 75m²
",75,3,2,1,360000,2021-04-28 
549,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-76m2-venda-RS350000-id-2511151059/,"Rua Eugênio Portela - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 76m²
",76,3,2,1,350000,2021-04-28 
550,vivareal.com/imovel/apartamento-2-quartos-barreiros-bairros-sao-jose-com-garagem-85m2-venda-RS412000-id-2486883382/,"Rua Santo Antônio - Barreiros, São José - SC","Apartamento com 2 Quartos à Venda, 85m²
",85,2,2,1,412000,2021-04-28 
551,vivareal.com/imovel/apartamento-3-quartos-barreiros-bairros-sao-jose-com-garagem-104m2-venda-RS529000-id-2482660475/,"Rua Mar Del Plata, 415 - Barreiros, São José - SC","Apartamento com 3 Quartos à Venda, 104m²
",104,3,2,1,529000,2021-04-28 
552,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-113m2-venda-RS430000-id-2510313414/,"Avenida Salvador Di Bernardi - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 113m²
",113,3,2,1,430000,2021-04-28 
553,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-163m2-venda-RS1137152-id-2487789774/,"Rua Koesa, 361 - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 163m²
",163,3,2,2,1137152,2021-04-28 
554,vivareal.com/imovel/apartamento-3-quartos-kobrasol-bairros-sao-jose-com-garagem-93m2-venda-RS590000-id-2517188675/,"Rua Joaquim Maximiano Sarmento, 803 - Kobrasol, São José - SC","Apartamento com 3 Quartos à Venda, 93m²
",93,3,2,1,590000,2021-04-28 
556,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-110m2-venda-RS430000-id-2518071096/,"Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 110m²
",110,3,2,1,430000,2021-04-28 
557,vivareal.com/imovel/apartamento-2-quartos-floresta-bairros-sao-jose-com-garagem-89m2-venda-RS445000-id-2518078702/,"Rua Otávio do Patrocínio Medeiros, 95 - Floresta, São José - SC","Apartamento com 2 Quartos à Venda, 89m²
",89,2,1,1,445000,2021-04-28 
558,vivareal.com/imovel/apartamento-3-quartos-jardim-cidade-de-florianopolis-bairros-sao-jose-com-garagem-83m2-venda-RS425000-id-2504442507/,"Rua Pedro Bunn - Jardim Cidade de Florianópolis, São José - SC","Apartamento com 3 Quartos à Venda, 83m²
",83,3,2,1,425000,2021-04-28 
559,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-82m2-venda-RS503000-id-2487941787/,"Rua Vereador Mário Coelho Pires, 305 - Campinas, São José - SC","Apartamento com 2 Quartos à Venda, 82m²
",82,2,2,1,503000,2021-04-28 
560,vivareal.com/imovel/apartamento-3-quartos-campinas-bairros-sao-jose-com-garagem-94m2-venda-RS459000-id-2449893190/,"Rua João Saturnino Ouriques - Campinas, São José - SC","Apartamento com 3 Quartos à Venda, 94m²
",94,3,2,1,459000,2021-04-28 
561,vivareal.com/imovel/apartamento-2-quartos-rocado-bairros-sao-jose-63m2-venda-RS170000-id-2516660605/,"Rua Jamily Elias - Roçado, São José - SC","Apartamento com 2 Quartos à Venda, 63m²
",63,2,1,--,170000,2021-04-28 
563,vivareal.com/imovel/apartamento-2-quartos-bela-vista-bairros-sao-jose-com-garagem-68m2-venda-RS285000-id-2502179507/,"Bela Vista, São José - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,1,1,285000,2021-04-28 
564,vivareal.com/imovel/apartamento-2-quartos-campinas-bairros-sao-jose-com-garagem-67m2-venda-RS230000-id-2492325077/,"Praça Quinze de Novembro, 100 - Campinas, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 67m²
",67,2,1,1,230000,2021-04-28 
565,vivareal.com/imovel/apartamento-2-quartos-forquilhinhas-bairros-sao-jose-com-garagem-63m2-venda-RS184900-id-2506989695/,"Rua Domingos Barbosa, 176 - Forquilhinhas, São José - SC","Apartamento com 2 Quartos à Venda, 63m²
",63,2,1,1,184900,2021-04-28 
566,vivareal.com/imovel/apartamento-2-quartos-serraria-bairros-sao-jose-com-garagem-47m2-venda-RS99900-id-2517457434/,"Serraria, São José - SC","Apartamento com 2 Quartos à Venda, 47m²
",47,2,1,1,99900,2021-04-28 
